"mixedUseAssessmentKey","provalLrsnId","realEstatePropertyCode","assessmentChangeReasonTypeDsc","mixedUseAssessmentDate","commercialLandAmt","commercialImprovementAmt","totalCommercialAmt","residentialLandAmt","residentialImprovementAmt","totalResidentialAmt"
"931","34352","18084003","01- Annual","2014-01-01T00:00:00","326100","184100","510200","14980000","9355100","24335100"
"932","34352","18084003","01- Annual","2015-01-01T00:00:00","326100","168300","494400","16478000","8754000","25232000"
"933","34352","18084003","01- Annual","2018-01-01T00:00:00","326100","613100","939200","18404000","15310500","33714500"
"934","34490","19007002","01- Annual","2017-01-01T00:00:00","70100","60500","130600","1729600","930700","2660300"
"935","34491","19007003","01- Annual","2017-01-01T00:00:00","114100","99400","213500","2815600","1529000","4344600"
"936","34492","19007004","01- Annual","2017-01-01T00:00:00","74400","64800","139200","1836400","997200","2833600"
"937","34493","19007005","01- Annual","2017-01-01T00:00:00","60800","51900","112700","1500500","797700","2298200"
"938","34494","19007006","01- Annual","2017-01-01T00:00:00","60800","51900","112700","1500500","797700","2298200"
"939","34495","19007007","01- Annual","2017-01-01T00:00:00","60800","51900","112700","1500800","797700","2298500"
"940","34496","19007008","01- Annual","2017-01-01T00:00:00","60800","51900","112700","1500500","797700","2298200"
"941","35975","20012359","01- Annual","2015-01-01T00:00:00","132200","793600","925800","12551000","39268400","51819400"
"943","40065","23034017","01- Annual","2017-01-01T00:00:00","1912300","1000","1913300","11518700","0","11518700"
"944","40065","23034017","05- Review","2017-04-03T00:00:00","1912300","1000","1913300","10022900","0","10022900"
"945","40065","23034017","01- Annual","2018-01-01T00:00:00","1738500","1000","1739500","9339500","0","9339500"
"946","40066","23034018","01- Annual","2018-01-01T00:00:00","2218800","1000","2219800","11919900","0","11919900"
"947","40066","23034018","05- Review","2017-04-03T00:00:00","2440700","1000","2441700","12792000","0","12792000"
"948","40066","23034018","01- Annual","2017-01-01T00:00:00","2440700","1000","2441700","14701200","0","14701200"
"949","40067","23034019","01- Annual","2017-01-01T00:00:00","131200","0","131200","790100","0","790100"
"950","40067","23034019","05- Review","2017-04-03T00:00:00","131200","0","131200","687500","0","687500"
"951","40067","23034019","01- Annual","2018-01-01T00:00:00","119300","0","119300","640600","0","640600"
"952","40415","23040008","01- Annual","2017-01-01T00:00:00","63500","0","63500","1827300","0","1827300"
"953","40416","23040009","01- Annual","2017-01-01T00:00:00","381500","0","381500","10974700","1000","10975700"
"954","40994","24015015","01- Annual","2017-01-01T00:00:00","588000","2175600","2763600","12956300","14309000","27265300"
"955","40994","24015015","01- Annual","2018-01-01T00:00:00","588000","3005200","3593200","10505100","19253000","29758100"
"956","40994","24015015","01- Annual","2015-01-01T00:00:00","588000","2126300","2714300","11555600","14651900","26207500"
"957","40994","24015015","01- Annual","2014-01-01T00:00:00","705600","1909300","2614900","12255900","11017600","23273500"
"958","40994","24015015","01- Annual","2016-01-01T00:00:00","588000","2096700","2684700","12255900","13799100","26055000"
"959","40994","24015015","01- Annual","2013-01-01T00:00:00","705600","1250100","1955700","12255900","9414000","21669900"
"960","40994","24015015","","2010-01-01T00:00:00","0","838200","838200","10528000","6854400","17382400"
"961","40994","24015015","","2012-01-01T00:00:00","0","1136500","1136500","13160000","7018000","20178000"
"962","40994","24015015","","2011-01-01T00:00:00","0","767000","767000","11280000","6470600","17750600"
"963","40995","24015017","","2011-01-01T00:00:00","694500","0","694500","0","0","0"
"964","40995","24015017","","2012-01-01T00:00:00","757600","0","757600","0","0","0"
"965","40995","24015017","","2010-01-01T00:00:00","606100","0","606100","0","0","0"
"966","40995","24015017","01- Annual","2016-01-01T00:00:00","43400","0","43400","904100","0","904100"
"967","40995","24015017","01- Annual","2014-01-01T00:00:00","41900","0","41900","169964800","0","169964800"
"968","40995","24015017","01- Annual","2013-01-01T00:00:00","52000","0","52000","904100","0","904100"
"969","40995","24015017","01- Annual","2015-01-01T00:00:00","43400","0","43400","852400","0","852400"
"970","40995","24015017","01- Annual","2018-01-01T00:00:00","43400","0","43400","774900","0","774900"
"971","40995","24015017","01- Annual","2017-01-01T00:00:00","43400","0","43400","955700","0","955700"
"972","42114","25016006","","2008-01-01T00:00:00","2280900","0","2280900","7730600","0","7730600"
"973","42114","25016006","","2009-01-01T00:00:00","2280900","0","2280900","7730600","0","7730600"
"974","42115","25016009","","2009-01-01T00:00:00","3357400","1000","3358400","11379000","0","11379000"
"975","42115","25016009","","2008-01-01T00:00:00","3357400","1000","3358400","11379000","0","11379000"
"976","42117","25016011","","2008-01-01T00:00:00","184300","0","184300","624500","0","624500"
"977","42117","25016011","","2009-01-01T00:00:00","184300","0","184300","624500","0","624500"
"978","43303","27002001","05- Review","2013-08-30T00:00:00","0","0","0","31869700","1412600","33282300"
"979","43303","27002001","","2008-01-01T00:00:00","0","0","0","29831100","3187500","33018600"
"980","43303","27002001","01- Annual","2013-01-01T00:00:00","0","0","0","31869700","2588900","34458600"
"981","43303","27002001","","2010-01-01T00:00:00","0","0","0","25324700","424700","25749400"
"982","43303","27002001","","2012-01-01T00:00:00","0","0","0","31869700","424700","32294400"
"983","43303","27002001","","2011-01-01T00:00:00","0","0","0","25326000","424700","25750700"
"984","43303","27002001","01- Annual","2017-01-01T00:00:00","0","0","0","38384400","982300","39366700"
"985","43303","27002001","01- Annual","2018-01-01T00:00:00","0","0","0","38384400","8910500","47294900"
"986","43303","27002001","01- Annual","2015-01-01T00:00:00","0","0","0","34894900","3677400","38572300"
"987","43303","27002001","01- Annual","2014-01-01T00:00:00","0","0","0","31869700","5541800","37411500"
"988","43303","27002001","01- Annual","2016-01-01T00:00:00","33100","0","33100","36556600","1972200","38528800"
"989","43306","27002004","01- Annual","2016-01-01T00:00:00","4400","76000","80400","4888400","265900","5154300"
"990","43306","27002004","01- Annual","2014-01-01T00:00:00","100000","92800","192800","4272900","747200","5020100"
"991","43306","27002004","01- Annual","2015-01-01T00:00:00","100000","81600","181600","4666200","495900","5162100"
"992","43306","27002004","01- Annual","2018-01-01T00:00:00","0","345600","345600","5132800","1201600","6334400"
"993","43306","27002004","01- Annual","2017-01-01T00:00:00","0","186400","186400","5132800","132500","5265300"
"994","43306","27002004","","2011-01-01T00:00:00","92000","75900","167900","3395600","53100","3448700"
"995","43306","27002004","","2012-01-01T00:00:00","100000","65900","165900","4272900","53100","4326000"
"996","43306","27002004","","2010-01-01T00:00:00","96000","58800","154800","3395400","53100","3448500"
"997","43306","27002004","01- Annual","2013-01-01T00:00:00","100000","67600","167600","4272900","349100","4622000"
"998","43306","27002004","05- Review","2013-08-30T00:00:00","100000","71800","171800","4272900","190500","4463400"
"999","43306","27002004","","2009-01-01T00:00:00","120000","63500","183500","3999600","53100","4052700"
"1000","43306","27002004","","2008-01-01T00:00:00","120000","70500","190500","3999600","390000","4389600"
"1001","43307","27002005","","2009-01-01T00:00:00","0","0","0","14241200","212300","14453500"
"1002","43307","27002005","05- Review","2013-08-30T00:00:00","0","0","0","15214500","674200","15888700"
"1003","43307","27002005","01- Annual","2013-01-01T00:00:00","0","0","0","15214500","1235600","16450100"
"1004","43307","27002005","","2010-01-01T00:00:00","0","0","0","12089900","212300","12302200"
"1005","43307","27002005","","2012-01-01T00:00:00","0","0","0","15214500","212300","15426800"
"1006","43307","27002005","","2011-01-01T00:00:00","0","0","0","12090600","212300","12302900"
"1007","43307","27002005","01- Annual","2017-01-01T00:00:00","0","0","0","18276300","468800","18745100"
"1008","43307","27002005","01- Annual","2018-01-01T00:00:00","0","0","0","18276300","4252700","22529000"
"1009","43307","27002005","01- Annual","2015-01-01T00:00:00","0","0","0","16614800","1755000","18369800"
"1010","43307","27002005","01- Annual","2014-01-01T00:00:00","0","0","0","15214500","2644800","17859300"
"1011","43307","27002005","01- Annual","2016-01-01T00:00:00","15800","0","15800","17406000","941300","18347300"
"1012","43308","27002006","01- Annual","2016-01-01T00:00:00","14600","0","14600","16118700","872500","16991200"
"1013","43308","27002006","01- Annual","2014-01-01T00:00:00","0","0","0","14089300","2451700","16541000"
"1014","43308","27002006","01- Annual","2015-01-01T00:00:00","0","0","0","15386100","1626900","17013000"
"1015","43308","27002006","01- Annual","2018-01-01T00:00:00","0","0","0","16924700","3942200","20866900"
"1016","43308","27002006","01- Annual","2017-01-01T00:00:00","0","0","0","16924700","434600","17359300"
"1017","43308","27002006","","2011-01-01T00:00:00","0","0","0","11196400","199100","11395500"
"1018","43308","27002006","","2012-01-01T00:00:00","0","0","0","14089300","199100","14288400"
"1019","43308","27002006","","2010-01-01T00:00:00","0","0","0","11195800","199100","11394900"
"1020","43308","27002006","05- Review","2013-08-30T00:00:00","0","0","0","14089300","625000","14714300"
"1021","43308","27002006","01- Annual","2013-01-01T00:00:00","0","0","0","14089300","1145400","15234700"
"1022","43308","27002006","","2009-01-01T00:00:00","0","0","0","13188100","199100","13387200"
"1023","43309","27002010","","2009-01-01T00:00:00","0","0","0","10491000","159200","10650200"
"1024","43309","27002010","01- Annual","2013-01-01T00:00:00","0","0","0","11207900","910000","12117900"
"1025","43309","27002010","05- Review","2013-08-30T00:00:00","0","0","0","11207900","496500","11704400"
"1026","43309","27002010","","2010-01-01T00:00:00","0","0","0","8906200","159200","9065400"
"1027","43309","27002010","","2012-01-01T00:00:00","0","0","0","11207900","159200","11367100"
"1028","43309","27002010","","2011-01-01T00:00:00","0","0","0","8906600","159200","9065800"
"1029","43309","27002010","01- Annual","2017-01-01T00:00:00","0","0","0","13348800","345300","13694100"
"1030","43309","27002010","01- Annual","2018-01-01T00:00:00","0","0","0","13348800","3132200","16481000"
"1031","43309","27002010","01- Annual","2015-01-01T00:00:00","0","0","0","12135200","1292600","13427800"
"1032","43309","27002010","01- Annual","2014-01-01T00:00:00","0","0","0","11207900","1947900","13155800"
"1033","43309","27002010","01- Annual","2016-01-01T00:00:00","11500","0","11500","12713100","693300","13406400"
"1034","43310","27003001","01- Annual","2016-01-01T00:00:00","8700","0","8700","9613400","519900","10133300"
"1035","43310","27003001","01- Annual","2014-01-01T00:00:00","0","0","0","8406800","1460900","9867700"
"1036","43310","27003001","01- Annual","2015-01-01T00:00:00","0","0","0","9176500","969400","10145900"
"1037","43310","27003001","01- Annual","2018-01-01T00:00:00","0","0","0","10094100","2349100","12443200"
"1038","43310","27003001","01- Annual","2017-01-01T00:00:00","0","0","0","10094100","259000","10353100"
"1039","43310","27003001","","2011-01-01T00:00:00","0","0","0","6680700","119400","6800100"
"1040","43310","27003001","","2012-01-01T00:00:00","0","0","0","8406800","119400","8526200"
"1041","43310","27003001","","2010-01-01T00:00:00","0","0","0","6680300","119400","6799700"
"1042","43310","27003001","05- Review","2013-08-30T00:00:00","0","0","0","8406800","372400","8779200"
"1043","43310","27003001","01- Annual","2013-01-01T00:00:00","0","0","0","8406800","682500","9089300"
"1044","43310","27003001","","2009-01-01T00:00:00","0","0","0","7869000","119400","7988400"
"1045","43313","27004003","","2009-01-01T00:00:00","0","0","0","2906100","39800","2945900"
"1046","43313","27004003","01- Annual","2013-01-01T00:00:00","0","0","0","3104700","251100","3355800"
"1047","43313","27004003","05- Review","2013-08-30T00:00:00","0","0","0","3104700","136900","3241600"
"1048","43313","27004003","","2010-01-01T00:00:00","0","0","0","2467100","39800","2506900"
"1049","43313","27004003","","2012-01-01T00:00:00","0","0","0","3104700","39800","3144500"
"1050","43313","27004003","","2011-01-01T00:00:00","0","0","0","2467200","39800","2507000"
"1051","43313","27004003","01- Annual","2017-01-01T00:00:00","0","0","0","3740800","95300","3836100"
"1052","43313","27004003","01- Annual","2018-01-01T00:00:00","0","0","0","3740800","864000","4604800"
"1053","43313","27004003","01- Annual","2015-01-01T00:00:00","0","0","0","3400700","356700","3757400"
"1054","43313","27004003","01- Annual","2014-01-01T00:00:00","0","0","0","3104700","537500","3642200"
"1055","43313","27004003","01- Annual","2016-01-01T00:00:00","3200","0","3200","3562600","191200","3753800"
"1056","43385","27007077","01- Annual","2016-01-01T00:00:00","8700","0","8700","9607800","519900","10127700"
"1057","43385","27007077","01- Annual","2014-01-01T00:00:00","0","0","0","8418500","1460900","9879400"
"1058","43385","27007077","01- Annual","2015-01-01T00:00:00","0","0","0","9171100","969400","10140500"
"1059","43385","27007077","01- Annual","2018-01-01T00:00:00","0","0","0","10088200","2349100","12437300"
"1060","43385","27007077","01- Annual","2017-01-01T00:00:00","0","0","0","10088200","259000","10347200"
"1061","43385","27007077","","2011-01-01T00:00:00","0","0","0","6690000","119400","6809400"
"1062","43385","27007077","","2012-01-01T00:00:00","0","0","0","8418500","119400","8537900"
