"","RegionID","postal_code","City","State","Metro","CountyName","SizeRank","time","rentprice","month","year","YearMonth","imp"
"91706.2010-11",96465,"91706","Baldwin Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1007,2010-11-01,1755,11,"2010",Nov 2010,0
"10312.2010-11",61788,"10312","New York","NY","New York","Richmond",1008,2010-11-01,NA,11,"2010",Nov 2010,0
"33142.2010-11",72445,"33142","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",1009,2010-11-01,1239,11,"2010",Nov 2010,0
"48183.2010-11",79042,"48183","Trenton","MI","Detroit","Wayne",1010,2010-11-01,1143,11,"2010",Nov 2010,0
"92801.2010-11",97020,"92801","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange",1011,2010-11-01,2095,11,"2010",Nov 2010,0
"98109.2010-11",99569,"98109","Seattle","WA","Seattle","King",1012,2010-11-01,1695,11,"2010",Nov 2010,0
"29651.2010-11",70632,"29651","Greer","SC","Greenville","Greenville",1013,2010-11-01,994,11,"2010",Nov 2010,0
"90277.2010-11",96123,"90277","Redondo Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1014,2010-11-01,3032,11,"2010",Nov 2010,0
"29526.2010-11",70532,"29526","Conway","SC","Myrtle Beach","Horry",1015,2010-11-01,923,11,"2010",Nov 2010,0
"48219.2010-11",79074,"48219","Detroit","MI","Detroit","Wayne",1016,2010-11-01,851,11,"2010",Nov 2010,0
"26554.2010-11",69060,"26554","Fairmont","WV","Fairmont","Marion",1017,2010-11-01,904,11,"2010",Nov 2010,0
"91766.2010-11",96506,"91766","Pomona","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1018,2010-11-01,1677,11,"2010",Nov 2010,0
"27107.2010-11",69210,"27107","Winston-Salem","NC","Winston-Salem","Forsyth",1019,2010-11-01,841,11,"2010",Nov 2010,0
"32216.2010-11",71869,"32216","Jacksonville","FL","Jacksonville","Duval",1020,2010-11-01,992,11,"2010",Nov 2010,0
"91744.2010-11",96488,"91744","La Puente","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1021,2010-11-01,1780,11,"2010",Nov 2010,0
"43016.2010-11",76463,"43016","Dublin","OH","Columbus","Franklin",1022,2010-11-01,1464,11,"2010",Nov 2010,0
"24502.2010-11",68174,"24502","Lynchburg","VA","Lynchburg","Lynchburg City",1023,2010-11-01,1086,11,"2010",Nov 2010,0
"43224.2010-11",76592,"43224","Columbus","OH","Columbus","Franklin",1024,2010-11-01,778,11,"2010",Nov 2010,0
"92260.2010-11",96765,"92260","Palm Desert","CA","Riverside","Riverside",1025,2010-11-01,2245,11,"2010",Nov 2010,0
"46226.2010-11",78041,"46226","Indianapolis","IN","Indianapolis","Marion",1026,2010-11-01,865,11,"2010",Nov 2010,0
"76542.2010-11",91463,"76542","Killeen","TX","Killeen","Bell",1027,2010-11-01,1180,11,"2010",Nov 2010,0
"33442.2010-11",72608,"33442","Deerfield Beach","FL","Miami-Fort Lauderdale","Broward",1028,2010-11-01,1085,11,"2010",Nov 2010,0
"92404.2010-11",96865,"92404","San Bernardino","CA","Riverside","San Bernardino",1029,2010-11-01,1240,11,"2010",Nov 2010,0
"98391.2010-11",99775,"98391","Bonney Lake","WA","Seattle","Pierce",1030,2010-11-01,1529,11,"2010",Nov 2010,0
"32725.2010-11",72173,"32725","Deltona","FL","Daytona Beach","Volusia",1031,2010-11-01,988,11,"2010",Nov 2010,0
"94102.2010-11",97557,"94102","San Francisco","CA","San Francisco","San Francisco",1032,2010-11-01,2768,11,"2010",Nov 2010,0
"55112.2010-11",82113,"55112","New Brighton","MN","Minneapolis-St Paul","Ramsey",1033,2010-11-01,1102,11,"2010",Nov 2010,0
"37087.2010-11",74166,"37087","Lebanon","TN","Nashville","Wilson",1034,2010-11-01,1196,11,"2010",Nov 2010,0
"48858.2010-11",79431,"48858","Mount Pleasant","MI","Mount Pleasant","Isabella",1035,2010-11-01,1157,11,"2010",Nov 2010,0
"52001.2010-11",80792,"52001","Dubuque","IA","Dubuque","Dubuque",1036,2010-11-01,968,11,"2010",Nov 2010,0
"90020.2010-11",96001,"90020","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1037,2010-11-01,1910,11,"2010",Nov 2010,0
"78233.2010-11",92329,"78233","San Antonio","TX","San Antonio","Bexar",1038,2010-11-01,998,11,"2010",Nov 2010,0
"98270.2010-11",99676,"98270","Marysville","WA","Seattle","Snohomish",1039,2010-11-01,1395,11,"2010",Nov 2010,0
"08540.2010-11",61100,"08540","Princeton","NJ","Trenton","Mercer",1040,2010-11-01,2843,11,"2010",Nov 2010,0
"26505.2010-11",69040,"26505","Morgantown","WV","Morgantown","Monongalia",1041,2010-11-01,NA,11,"2010",Nov 2010,0
"33415.2010-11",72582,"33415","Greenacres","FL","Miami-Fort Lauderdale","Palm Beach",1042,2010-11-01,1090,11,"2010",Nov 2010,0
"33180.2010-11",72482,"33180","Aventura","FL","Miami-Fort Lauderdale","Miami-Dade",1043,2010-11-01,1963,11,"2010",Nov 2010,0
"92780.2010-11",97016,"92780","Tustin","CA","Los Angeles-Long Beach-Anaheim","Orange",1044,2010-11-01,2310,11,"2010",Nov 2010,0
"48235.2010-11",79090,"48235","Detroit","MI","Detroit","Wayne",1045,2010-11-01,850,11,"2010",Nov 2010,0
"28117.2010-11",69728,"28117","Mooresville","NC","Charlotte","Iredell",1046,2010-11-01,1504,11,"2010",Nov 2010,0
"87123.2010-11",95317,"87123","Albuquerque","NM","Albuquerque","Bernalillo",1047,2010-11-01,NA,11,"2010",Nov 2010,0
"75023.2010-11",90628,"75023","Plano","TX","Dallas-Fort Worth","Collin",1048,2010-11-01,1455,11,"2010",Nov 2010,0
"85711.2010-11",95049,"85711","Tucson","AZ","Tucson","Pima",1049,2010-11-01,937,11,"2010",Nov 2010,0
"48170.2010-11",79032,"48170","Plymouth","MI","Detroit","Wayne",1050,2010-11-01,1571,11,"2010",Nov 2010,0
"97202.2010-11",99116,"97202","Portland","OR","Portland","Multnomah",1051,2010-11-01,1366,11,"2010",Nov 2010,0
"29073.2010-11",70295,"29073","Lexington","SC","Columbia","Lexington",1052,2010-11-01,1121,11,"2010",Nov 2010,0
"85016.2010-11",94732,"85016","Phoenix","AZ","Phoenix","Maricopa",1053,2010-11-01,1199,11,"2010",Nov 2010,0
"37221.2010-11",74252,"37221","Nashville","TN","Nashville","Davidson",1054,2010-11-01,1323,11,"2010",Nov 2010,0
"15108.2010-11",63904,"15108","Moon","PA","Pittsburgh","Allegheny",1055,2010-11-01,1209,11,"2010",Nov 2010,0
"21229.2010-11",66839,"21229","Baltimore","MD","Baltimore","Baltimore City",1056,2010-11-01,1190,11,"2010",Nov 2010,0
"60435.2010-11",84486,"60435","Joliet","IL","Chicago","Will",1057,2010-11-01,1370,11,"2010",Nov 2010,0
"60623.2010-11",84625,"60623","Chicago","IL","Chicago","Cook",1058,2010-11-01,1355,11,"2010",Nov 2010,0
"87110.2010-11",95305,"87110","Albuquerque","NM","Albuquerque","Bernalillo",1059,2010-11-01,NA,11,"2010",Nov 2010,0
"80537.2010-11",93459,"80537","Loveland","CO","Fort Collins","Larimer",1060,2010-11-01,1269,11,"2010",Nov 2010,0
"01970.2010-11",58570,"01970","Salem","MA","Boston","Essex",1061,2010-11-01,1565,11,"2010",Nov 2010,0
"52404.2010-11",80979,"52404","Cedar Rapids","IA","Cedar Rapids","Linn",1062,2010-11-01,NA,11,"2010",Nov 2010,0
"11758.2010-11",62234,"11758","Massapequa","NY","New York","Nassau",1063,2010-11-01,NA,11,"2010",Nov 2010,0
"19403.2010-11",65905,"19403","West Norriton","PA","Philadelphia","Montgomery",1064,2010-11-01,1616,11,"2010",Nov 2010,0
"60632.2010-11",84633,"60632","Chicago","IL","Chicago","Cook",1065,2010-11-01,1334,11,"2010",Nov 2010,0
"48111.2010-11",78983,"48111","Van Buren","MI","Detroit","Wayne",1066,2010-11-01,1166,11,"2010",Nov 2010,0
"75024.2010-11",90629,"75024","Plano","TX","Dallas-Fort Worth","Collin",1067,2010-11-01,2195,11,"2010",Nov 2010,0
"54703.2010-11",81843,"54703","Eau Claire","WI","Eau Claire","Eau Claire",1068,2010-11-01,NA,11,"2010",Nov 2010,0
"19139.2010-11",65806,"19139","Philadelphia","PA","Philadelphia","Philadelphia",1069,2010-11-01,800,11,"2010",Nov 2010,0
"08401.2010-11",61074,"08401","Atlantic City","NJ","Atlantic City","Atlantic",1070,2010-11-01,1539,11,"2010",Nov 2010,0
"21044.2010-11",66745,"21044","Columbia","MD","Baltimore","Howard",1071,2010-11-01,2111,11,"2010",Nov 2010,0
"30064.2010-11",70844,"30064","Marietta","GA","Atlanta","Cobb",1072,2010-11-01,1487,11,"2010",Nov 2010,0
"75227.2010-11",90779,"75227","Dallas","TX","Dallas-Fort Worth","Dallas",1073,2010-11-01,922,11,"2010",Nov 2010,0
"95828.2010-11",98437,"95828","Florin","CA","Sacramento","Sacramento",1074,2010-11-01,1288,11,"2010",Nov 2010,0
"47201.2010-11",78483,"47201","Columbus","IN","Columbus","Bartholomew",1075,2010-11-01,978,11,"2010",Nov 2010,0
"75063.2010-11",90663,"75063","Irving","TX","Dallas-Fort Worth","Dallas",1076,2010-11-01,2114,11,"2010",Nov 2010,0
"98226.2010-11",99639,"98226","Bellingham","WA","Bellingham","Whatcom",1077,2010-11-01,1383,11,"2010",Nov 2010,0
"34744.2010-11",73198,"34744","Kissimmee","FL","Orlando","Osceola",1078,2010-11-01,1051,11,"2010",Nov 2010,0
"65803.2010-11",87015,"65803","Springfield","MO","Springfield","Greene",1079,2010-11-01,639,11,"2010",Nov 2010,0
"95060.2010-11",97958,"95060","Santa Cruz","CA","Santa Cruz","Santa Cruz",1080,2010-11-01,2428,11,"2010",Nov 2010,0
"10461.2010-11",61801,"10461","New York","NY","New York","Bronx",1081,2010-11-01,NA,11,"2010",Nov 2010,0
"87108.2010-11",95303,"87108","Albuquerque","NM","Albuquerque","Bernalillo",1082,2010-11-01,NA,11,"2010",Nov 2010,0
"77015.2010-11",91664,"77015","Houston","TX","Houston","Harris",1083,2010-11-01,1078,11,"2010",Nov 2010,0
"91405.2010-11",96414,"91405","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1084,2010-11-01,2090,11,"2010",Nov 2010,0
"44212.2010-11",77068,"44212","Brunswick","OH","Cleveland","Medina",1085,2010-11-01,1214,11,"2010",Nov 2010,0
"44870.2010-11",77374,"44870","Sandusky","OH","Sandusky","Erie",1086,2010-11-01,829,11,"2010",Nov 2010,0
"54935.2010-11",81986,"54935","Fond du Lac","WI","Fond du Lac","Fond du Lac",1087,2010-11-01,NA,11,"2010",Nov 2010,0
"30721.2010-11",71286,"30721","Dalton","GA","Dalton","Whitfield",1088,2010-11-01,923,11,"2010",Nov 2010,0
"29615.2010-11",70600,"29615","Greenville","SC","Greenville","Greenville",1089,2010-11-01,1216,11,"2010",Nov 2010,0
"77396.2010-11",91902,"77396","Atascocita","TX","Houston","Harris",1090,2010-11-01,1278,11,"2010",Nov 2010,0
"28412.2010-11",69934,"28412","Wilmington","NC","Wilmington","New Hanover",1091,2010-11-01,1078,11,"2010",Nov 2010,0
"85365.2010-11",94941,"85365","Yuma","AZ","Yuma","Yuma",1092,2010-11-01,1091,11,"2010",Nov 2010,0
"70115.2010-11",88479,"70115","New Orleans","LA","New Orleans","Orleans",1093,2010-11-01,NA,11,"2010",Nov 2010,0
"85719.2010-11",95057,"85719","Tucson","AZ","Tucson","Pima",1094,2010-11-01,995,11,"2010",Nov 2010,0
"95628.2010-11",98323,"95628","Fair Oaks","CA","Sacramento","Sacramento",1095,2010-11-01,1598,11,"2010",Nov 2010,0
"77008.2010-11",91657,"77008","Houston","TX","Houston","Harris",1096,2010-11-01,1856,11,"2010",Nov 2010,0
"85382.2010-11",94956,"85382","Peoria","AZ","Phoenix","Maricopa",1097,2010-11-01,1292,11,"2010",Nov 2010,0
"08854.2010-11",61214,"08854","Piscataway","NJ","New York","Middlesex",1098,2010-11-01,1940,11,"2010",Nov 2010,0
"46350.2010-11",78106,"46350","La Porte","IN","Michigan City","La Porte",1099,2010-11-01,1238,11,"2010",Nov 2010,0
"90813.2010-11",96245,"90813","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1100,2010-11-01,1602,11,"2010",Nov 2010,0
"30809.2010-11",71319,"30809","Evans","GA","Augusta","Columbia",1101,2010-11-01,1351,11,"2010",Nov 2010,0
"37343.2010-11",74317,"37343","Chattanooga","TN","Chattanooga","Hamilton",1102,2010-11-01,1171,11,"2010",Nov 2010,0
"96822.2010-11",98953,"96822","Honolulu","HI","Urban Honolulu","Honolulu",1103,2010-11-01,1995,11,"2010",Nov 2010,0
"02860.2010-11",58945,"02860","Pawtucket","RI","Providence","Providence",1104,2010-11-01,1137,11,"2010",Nov 2010,0
"49424.2010-11",79741,"49424","Holland","MI","Grand Rapids","Ottawa",1105,2010-11-01,NA,11,"2010",Nov 2010,0
"90803.2010-11",96237,"90803","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1106,2010-11-01,2493,11,"2010",Nov 2010,0
"75006.2010-11",90613,"75006","Carrollton","TX","Dallas-Fort Worth","Denton",1107,2010-11-01,1229,11,"2010",Nov 2010,0
"29412.2010-11",70455,"29412","Charleston","SC","Charleston","Charleston",1108,2010-11-01,1424,11,"2010",Nov 2010,0
"39402.2010-11",75282,"39402","Hattiesburg","MS","Hattiesburg","Forrest",1109,2010-11-01,NA,11,"2010",Nov 2010,0
"78155.2010-11",92289,"78155","Seguin","TX","San Antonio","Guadalupe",1110,2010-11-01,1176,11,"2010",Nov 2010,0
"02895.2010-11",58973,"02895","Woonsocket","RI","Providence","Providence",1111,2010-11-01,1116,11,"2010",Nov 2010,0
"90503.2010-11",96161,"90503","Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1112,2010-11-01,2628,11,"2010",Nov 2010,0
"95610.2010-11",98306,"95610","Citrus Heights","CA","Sacramento","Sacramento",1113,2010-11-01,1407,11,"2010",Nov 2010,0
"30605.2010-11",71229,"30605","Athens","GA","Athens","Clarke",1114,2010-11-01,1096,11,"2010",Nov 2010,0
"16801.2010-11",64741,"16801","State College","PA","State College","Centre",1115,2010-11-01,1479,11,"2010",Nov 2010,0
"21221.2010-11",66831,"21221","Essex","MD","Baltimore","Baltimore",1116,2010-11-01,1346,11,"2010",Nov 2010,0
"98105.2010-11",99565,"98105","Seattle","WA","Seattle","King",1117,2010-11-01,2118,11,"2010",Nov 2010,0
"68516.2010-11",88043,"68516","Lincoln","NE","Lincoln","Lancaster",1118,2010-11-01,1172,11,"2010",Nov 2010,0
"40509.2010-11",75712,"40509","Lexington","KY","Lexington","Fayette",1119,2010-11-01,1081,11,"2010",Nov 2010,0
"92324.2010-11",96807,"92324","Colton","CA","Riverside","San Bernardino",1120,2010-11-01,1293,11,"2010",Nov 2010,0
"11106.2010-11",62009,"11106","New York","NY","New York","New York",1121,2010-11-01,NA,11,"2010",Nov 2010,0
"77040.2010-11",91689,"77040","Houston","TX","Houston","Harris",1122,2010-11-01,1247,11,"2010",Nov 2010,0
"37920.2010-11",74557,"37920","Knoxville","TN","Knoxville","Knox",1123,2010-11-01,853,11,"2010",Nov 2010,0
"08757.2010-11",61173,"08757","Berkeley","NJ","New York","Ocean",1124,2010-11-01,1233,11,"2010",Nov 2010,0
"94550.2010-11",97757,"94550","Livermore","CA","San Francisco","Alameda",1125,2010-11-01,2190,11,"2010",Nov 2010,0
"85260.2010-11",94852,"85260","Scottsdale","AZ","Phoenix","Maricopa",1126,2010-11-01,1850,11,"2010",Nov 2010,0
"32940.2010-11",72315,"32940","Rockledge","FL","Melbourne","Brevard",1127,2010-11-01,1300,11,"2010",Nov 2010,0
"93291.2010-11",97215,"93291","Visalia","CA","Visalia","Tulare",1128,2010-11-01,1301,11,"2010",Nov 2010,0
"85018.2010-11",94734,"85018","Phoenix","AZ","Phoenix","Maricopa",1129,2010-11-01,1507,11,"2010",Nov 2010,0
"98501.2010-11",99827,"98501","Olympia","WA","Olympia","Thurston",1130,2010-11-01,1330,11,"2010",Nov 2010,0
"91601.2010-11",96446,"91601","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1131,2010-11-01,2185,11,"2010",Nov 2010,0
"52402.2010-11",80977,"52402","Cedar Rapids","IA","Cedar Rapids","Linn",1132,2010-11-01,NA,11,"2010",Nov 2010,0
"10022.2010-11",61636,"10022","New York","NY","New York","New York",1133,2010-11-01,NA,11,"2010",Nov 2010,0
"70508.2010-11",88631,"70508","Lafayette","LA","Lafayette","Lafayette",1134,2010-11-01,1300,11,"2010",Nov 2010,0
"77511.2010-11",91994,"77511","Alvin","TX","Houston","Brazoria",1135,2010-11-01,1260,11,"2010",Nov 2010,0
"37209.2010-11",74240,"37209","Nashville","TN","Nashville","Davidson",1136,2010-11-01,1193,11,"2010",Nov 2010,0
"48843.2010-11",79416,"48843","Howell","MI","Detroit","Livingston",1137,2010-11-01,1484,11,"2010",Nov 2010,0
"98118.2010-11",99578,"98118","Seattle","WA","Seattle","King",1138,2010-11-01,1549,11,"2010",Nov 2010,0
"32703.2010-11",72154,"32703","Apopka","FL","Orlando","Orange",1139,2010-11-01,1079,11,"2010",Nov 2010,0
"29687.2010-11",70664,"29687","Taylors","SC","Greenville","Greenville",1140,2010-11-01,975,11,"2010",Nov 2010,0
"32514.2010-11",72035,"32514","Pensacola","FL","Pensacola","Escambia",1141,2010-11-01,943,11,"2010",Nov 2010,0
"85044.2010-11",94760,"85044","Phoenix","AZ","Phoenix","Maricopa",1142,2010-11-01,1284,11,"2010",Nov 2010,0
"53703.2010-11",81421,"53703","Madison","WI","Madison","Dane",1143,2010-11-01,NA,11,"2010",Nov 2010,0
"84043.2010-11",94410,"84043","Lehi","UT","Provo","Utah",1144,2010-11-01,NA,11,"2010",Nov 2010,0
"60506.2010-11",84542,"60506","Aurora","IL","Chicago","Kane",1145,2010-11-01,1343,11,"2010",Nov 2010,0
"94577.2010-11",97783,"94577","San Leandro","CA","San Francisco","Alameda",1146,2010-11-01,1920,11,"2010",Nov 2010,0
"95206.2010-11",98040,"95206","Stockton","CA","Stockton","San Joaquin",1147,2010-11-01,1128,11,"2010",Nov 2010,0
"43204.2010-11",76573,"43204","Columbus","OH","Columbus","Franklin",1148,2010-11-01,752,11,"2010",Nov 2010,0
"65201.2010-11",86715,"65201","Columbia","MO","Columbia","Boone",1149,2010-11-01,1001,11,"2010",Nov 2010,0
"14224.2010-11",63481,"14224","West Seneca","NY","Buffalo","Erie",1150,2010-11-01,1181,11,"2010",Nov 2010,0
"21401.2010-11",66877,"21401","Annapolis","MD","Baltimore","Anne Arundel",1151,2010-11-01,1882,11,"2010",Nov 2010,0
"30309.2010-11",71029,"30309","Atlanta","GA","Atlanta","Fulton",1152,2010-11-01,1488,11,"2010",Nov 2010,0
"08081.2010-11",60971,"08081","Winslow","NJ","Philadelphia","Camden",1153,2010-11-01,1578,11,"2010",Nov 2010,0
"97006.2010-11",99012,"97006","Beaverton","OR","Portland","Washington",1154,2010-11-01,1295,11,"2010",Nov 2010,0
"42240.2010-11",76282,"42240","Hopkinsville","KY","Clarksville","Christian",1155,2010-11-01,870,11,"2010",Nov 2010,0
"78665.2010-11",399638,"78665","Round Rock","TX","Austin","Williamson",1156,2010-11-01,1315,11,"2010",Nov 2010,0
"49423.2010-11",79740,"49423","Holland","MI","Grand Rapids","Ottawa",1157,2010-11-01,NA,11,"2010",Nov 2010,0
"32708.2010-11",72158,"32708","Winter Springs","FL","Orlando","Seminole",1158,2010-11-01,1242,11,"2010",Nov 2010,0
"63033.2010-11",85876,"63033","Florissant","MO","St. Louis","Saint Louis",1159,2010-11-01,993,11,"2010",Nov 2010,0
"80233.2010-11",93309,"80233","Northglenn","CO","Denver","Adams",1160,2010-11-01,1201,11,"2010",Nov 2010,0
"02703.2010-11",58863,"02703","Attleboro","MA","Providence","Bristol",1161,2010-11-01,1486,11,"2010",Nov 2010,0
"94118.2010-11",97572,"94118","San Francisco","CA","San Francisco","San Francisco",1162,2010-11-01,3994,11,"2010",Nov 2010,0
"94546.2010-11",97753,"94546","Castro Valley","CA","San Francisco","Alameda",1163,2010-11-01,1999,11,"2010",Nov 2010,0
"07712.2010-11",60763,"07712","Ocean","NJ","New York","Monmouth",1164,2010-11-01,1813,11,"2010",Nov 2010,0
"92407.2010-11",96868,"92407","San Bernardino","CA","Riverside","San Bernardino",1165,2010-11-01,1305,11,"2010",Nov 2010,0
"32746.2010-11",72186,"32746","Lake Mary","FL","Orlando","Seminole",1166,2010-11-01,1391,11,"2010",Nov 2010,0
"40216.2010-11",75570,"40216","Louisville","KY","Louisville/Jefferson County","Jefferson",1167,2010-11-01,840,11,"2010",Nov 2010,0
"44111.2010-11",77011,"44111","Cleveland","OH","Cleveland","Cuyahoga",1168,2010-11-01,856,11,"2010",Nov 2010,0
"07104.2010-11",60608,"07104","Newark","NJ","New York","Essex",1169,2010-11-01,1519,11,"2010",Nov 2010,0
"85029.2010-11",94745,"85029","Phoenix","AZ","Phoenix","Maricopa",1170,2010-11-01,987,11,"2010",Nov 2010,0
"30518.2010-11",71168,"30518","Buford","GA","Atlanta","Gwinnett",1171,2010-11-01,1267,11,"2010",Nov 2010,0
"62040.2010-11",85282,"62040","Granite City","IL","St. Louis","Madison",1172,2010-11-01,1127,11,"2010",Nov 2010,0
"70810.2010-11",88819,"70810","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1173,2010-11-01,NA,11,"2010",Nov 2010,0
"60115.2010-11",84368,"60115","Dekalb","IL","Chicago","DeKalb",1174,2010-11-01,1427,11,"2010",Nov 2010,0
"95678.2010-11",98369,"95678","Roseville","CA","Sacramento","Placer",1175,2010-11-01,1417,11,"2010",Nov 2010,0
"98204.2010-11",99627,"98204","Paine Field-Lake Stickney","WA","Seattle","Snohomish",1176,2010-11-01,1222,11,"2010",Nov 2010,0
"54220.2010-11",81623,"54220","Manitowoc","WI","Manitowoc","Manitowoc",1177,2010-11-01,735,11,"2010",Nov 2010,0
"01453.2010-11",58371,"01453","Leominster","MA","Worcester","Worcester",1178,2010-11-01,1300,11,"2010",Nov 2010,0
"92692.2010-11",96996,"92692","Mission Viejo","CA","Los Angeles-Long Beach-Anaheim","Orange",1179,2010-11-01,2495,11,"2010",Nov 2010,0
"98004.2010-11",99492,"98004","Bellevue","WA","Seattle","King",1180,2010-11-01,2292,11,"2010",Nov 2010,0
"23602.2010-11",67770,"23602","Newport News","VA","Virginia Beach","Newport News City",1181,2010-11-01,1355,11,"2010",Nov 2010,0
"78201.2010-11",92297,"78201","San Antonio","TX","San Antonio","Bexar",1182,2010-11-01,848,11,"2010",Nov 2010,0
"73034.2010-11",89870,"73034","Edmond","OK","Oklahoma City","Oklahoma",1183,2010-11-01,1418,11,"2010",Nov 2010,0
"98023.2010-11",99508,"98023","Federal Way","WA","Seattle","King",1184,2010-11-01,1510,11,"2010",Nov 2010,0
"75062.2010-11",90662,"75062","Irving","TX","Dallas-Fort Worth","Dallas",1185,2010-11-01,1110,11,"2010",Nov 2010,0
"24018.2010-11",67921,"24018","Roanoke","VA","Roanoke","Roanoke City",1186,2010-11-01,1190,11,"2010",Nov 2010,0
"99205.2010-11",100154,"99205","Spokane","WA","Spokane","Spokane",1187,2010-11-01,942,11,"2010",Nov 2010,0
"38115.2010-11",74653,"38115","Memphis","TN","Memphis","Shelby",1188,2010-11-01,953,11,"2010",Nov 2010,0
"97007.2010-11",99013,"97007","Beaverton","OR","Portland","Washington",1189,2010-11-01,1345,11,"2010",Nov 2010,0
